NumeroLinha;Linha;Nome
1563;811-01;EST.S.GABRIEL/VISTA DO SOL - PUC
2414;811-02;PARTIDAS DA RUA VINTE E QUATRO
5196;811-03;EST. SÃO GABRIEL/VISTA DO SOL  - RETORNO EXPRESSO
3689;812-01;EST. SÃO GABRIEL / SÃO GABRIEL A
5538;813-01;EST.S.GABRIEL/PAULO VI-R.DE ABREU
5539;813-02;VIA CONJ. RIBEIRO DE ABREU
5541;814-01;EST. SÃO GABRIEL/ JARDIM VITÓRIA
5542;814-02;VIA POUSADA STO ANTÔNIO
5543;814-03;NOTURNO
7058;814-04;VIA R. HENRIQUETA LISBOA
7059;814-05;VIA POUSADA/R. HENRIQUETA LISBOA
590;8150-01;UNIAO/SERRA
6389;8150-02;ATENDIMENTO CARNAVAL
5477;815-01;EST. SÃO GABRIEL/CONJ. PAULO VI
5478;815-02;NOTURNO VIA RUA SÃO JACINTO
5876;815-03;EXPRESSO - ESTAÇÃO/BAIRRO
5877;815-04;CONJ.PAULO VI / ESTAÇÃO
5286;8151-01;EST. SÃO GABRIEL/BH SHOPPING VIA ANEL RODOVIÁRIO
5544;8151-02;PARTIDAS ESTAÇÃO SÃO GABRIEL
5545;8151-03;BH SHOPPING / ESTAÇÃO SÃO GABRIEL
5282;82-01;EST.S.GABRIEL/SAVASSI-VIA HOSPITAIS
6559;82-02;DIRETA
592;8203-01;RENASCENCA/BURITIS
1308;8203-02;RENASCENÇA/BURITIS
1315;8203-03;RENASCENÇA/BURITIS
2614;8203-04;NOTURNO
3374;8203-05;RENASCENÇA/BURITIS
3375;8203-06;RENASCENÇA/BURITIS ATENDIM. AV. DEP CRISTOVAM CHIA
4054;8203-07;VIA RUA BORBOREMA
4055;8203-08;RENASCENÇA/BURITIS AT AV DEP CRISTOVAM CHIAR/RUA B
5278;8203-09;ATENDIMENTO AO BURITIS II
6239;8203-10;ATENDIMENTO CARNAVAL
6391;8203-11;CRISTOVAM CHIARADIA CARNAVAL
6393;8203-12;BURITIS II CARNAVAL
594;8205-01;MARIA GORETTI/NOVA GRANADA
595;8205-02;VIA ALTO BARROCA
860;8205-03;DESVIO FEIRA DA SILVA LOBO
861;8205-04;DESVIO FEIRA DA SILVA LOBO VIA ALTO BARROCA
3534;8205-05;VIA BAIRRO SÃO PAULO
3535;8205-06;VIA BAIRRO SÃO PAULO E ALTO BARROCA
6240;8205-07;ATENDIMENTO CARNAVAL
6241;8205-08;VIA ALTO BARROCA: CARNAVAL
6242;8205-09;VIA BAIRRO S. PAULO: CARNAVAL
6282;8205-10;S.PAULO E A. BARROCA CARNAVAL
6394;8205-11;FEIRA SILVA LOBO CARNAVAL
6395;8205-12;FEIRA ALTO BARROCA CARNAVAL
597;8207-01;MARIA GORETTI/ESTRELA DALVA
1037;8207-02;MARIA GORETTI/ESTRELA DALVA
2214;8207-03;MARIA GORETTI / ESTRELA DALVA
2215;8207-04;MARIA GORETTI / ESTRELA DALVA
3376;8207-05;MARIA GORETTI/ESTRELA DALVA
6243;8207-07;ATENDIMENTO CARNAVAL
599;8208-01;SANTA CRUZ / UNI-ESTORIL
3005;8208-02;SANTA CRUZ / UNI-ESTORIL -PARTIDAS RUA CURITIBA
3006;8208-03;SANTA CRUZ / UNI-ESTORIL - PART. RUA CURITIBA
3377;8208-04;SANTA CRUZ/UNI-ESTORIL
6262;8208-05;ATENDIMENTO CARNAVAL
1643;821-01;EST. JOSÉ CÂNDIDO / GOIANIA
2195;822-01;EST. JOSÉ CÂNDIDO / VILA MARIA
2496;822-02;VIA AV. MAGENTA
3234;822-03;PARTIDAS R.PROF.WLADIMIR GOMES
3715;822-04;ATENDIMENTO A POUSADA SANTO ANTÔNIO
7619;822-05;ATENDIMENTO BAIRRO GOIANIA
7620;822-06;VIA AV. MARGENTA E GOIANIA
3835;823-01;EST. SÃO GABRIEL/BAIRRO VITÓRIA
3874;823-02;VIA EST. JOSÉ CÂNDIDO
5223;823-03;BAIRRO VITORIA II
601;8250-03;EST.DIAMANTE/CRISTIANO MACHADO VIA ANEL RODOVIARIO
602;8250-05;EST.DIAMANTE/CRISTIANO MACHADO VIA ANEL RODOVIARIO
603;8250-06;EST.DIAMANTE/CRISTIANO MACHADO VIA ANEL RODOVIARIO
604;8250-07;EST.DIAMANTE/CRISTIANO MACHADO VIA ANEL RODOVIARIO
6039;825-01;EST.S. GABRIEL/VITÓRIA II- UPA
5289;8251-01;ESTAÇÃO SÃO GABRIEL/VISTA ALEGRE VIA JACUÍ
6762;826-01;MONTES CLAROS/RUA SÃO RÔMULO
3695;832-01;EST. SÃO GABRIEL/CAP. EDUARDO
3696;832-02;RUA DAS MANGUEIRAS - MANHÃ
3697;832-03;RUA DAS MANGUEIRAS - TARDE
3698;832-04;VIA CSESC - MANHÃ
4956;832-05;VIA CSESC - TARDE
5548;832-06;NOTURNO
8118;832-07;VIA RUA DOS MOREIRAS/MANGUEIRAS
820;8350-01;EST.SAO GABRIEL/EST.BARREIRO
821;8350-02;EST.SAO GABRIEL/EST.BARREIRO
822;8350-03;ESTACAO SAO GABRIEL/ESTACAO BARREIRO
823;8350-04;ESTACAO SAO GABRIEL/ESTACAO BARREIRO
885;8350-05;ESTAÇÃO SÃO GABRIEL/ ESTAÇÃO BARREIRO
1063;8350-06;VIADUTO SÃO FRANCISCO / ESTACAO BARREIRO
2354;8350-07;DIRETA-AMAZONAS/SHOP. DEL REY
3054;8350-08;ESTAÇÃO  BARREIRO / AV BERNARDO VASCONCELOS
3379;8350-09;ESTACAO SAO GABRIEL/ESTACAO BARREIRO
3381;8350-10;ESTACAO SAO GABRIEL/ESTACAO BARREIRO PÇA MAGNESITA
3691;836-01;EST.S.GABRIEL/RIBEIRO DE ABREU B
3693;837-01;EST.S. GABRIEL/CONJ. R. DE ABREU
7739;838-01;EST.SÃO GABRIEL/PALMARES VIA MARIA VIRGÍNIA
5284;83D-01;EST.SÃO GABRIEL/CENTRO-DIRETA
5456;83D-02;EST.SÃO GABRIEL/CENTRO-DIRETA - PART. AV S. DUMONT
5356;83D-10;LINHA TESTE MOVE
5397;83P-01;EST.S.GABRIEL/CENTRO-PARADORA
5780;83P-02;HOSPITAIS
6778;83P-03;RETORNO NA ESTAÇÃO CARIJOS
606;8401-01;CACHOEIRINHA/SAO JOSE
1995;8401-03;CACHOEIRINHA/SAO JOSE-ATEND. RUA CORONEL ALVES
3934;8401-04;SÃO JOSÉ / CENTRO
6283;8401-05;ATENDIMENTO CARNAVAL
6461;8401-06;SAO JOSE/CENTRO - CARNAVAL
7799;8401-07;DESVIO FEIRA AV.AFONSO PENA
749;8405-01;PALMARES/BELA VISTA
3297;8405-02;PALMARES/BELA VISTA
6263;8405-03;ATENDIMENTO CARNAVAL
7801;8405-04;DESVIO FEIRA AV.AFONSO PENA
5547;85-01;EST.S.GABRIEL/CENTRO-VIA FLORESTA
608;8501-01;MARIA GORETTI/ENGENHO NOGUEIRA VIA OURO PRETO
3298;8501-02;MARIA GORETTI/ENGENHO NOGUEIRA VIA OURO PRETO
6264;8501-03;ATENDIMENTO CARNAVAL
6427;85-02;ATENDIMENTO CARNAVAL
3679;8550-01;EST.SÃO GABRIEL/ZOO-VIA EST.PAMP.
6940;8551-01;PRINCIPAL
4178;8650-01;ESTAÇÃO SÃO GABRIEL / CIDADE ADMINISTRATIVA
610;901-01;CIRCULAR LESTE
1231;901-02;CIRCULAR LESTE
2359;901-03;NÃO ATEND. PAM SAGRADA  FAMILIA
4756;901-04;RETORNO BAIRRO SAGRADA FAMILIA
6430;901-05;ATENDIMENTO CARNAVAL
7179;902-01;PRINCIPAL
772;9030-01;CASTANHEIRAS/CENTRO
773;9030-02;PARTIDAS DA RUA DOS CAETES
824;9030-03;CASTANHEIRAS/CENTRO
825;9030-04;CASTANHEIRAS/CENTRO
6285;9030-05;ATENDIMENTO CARNAVAL
7759;903-01;GRANJA DE FREITAS/TAQUARIL VIA ALTO VERA CRUZ
751;9031-01;NOSSA SENHORA DE FATIMA/CENTRO
1943;9031-02;CENTRO / RUA NOSSA SENHORA DE FÁTIMA 
1944;9031-03;NOSSA SENHORA DE FÁTIMA / CENTRO
6286;9031-04;ATENDIMENTO CARNAVAL
1942;9031R-01;NOSSA SENHORA DE FÁTIMA / SANTA EFIGÊNIA
612;9032-01;GRANJA DE FREITAS
1410;9032-02;VIA AV. MARZAGANIA
5277;9032-03;VIA RUA DINIZ DIAS
5897;9032-04;VIA AV. MARZAGANIA - DESVIO FEIRA AF. PENA
5903;9032-05;DESVIO FEIRA AFONSO PENA
5900;9032-06;VIA RUA DINIZ DIAS-DESVIO FEIRA
6287;9032-07;ATENDIMENTO CARNAVAL
4917;9033-01;CENTRO / ESTADIO INDEPENDENCIA
5216;9033-02;CENTRO/MINEIRÃO PARTIDA RUA RIO GRANDE DO SUL
5217;9033-03;CENTRO/MINEIRÃO PARTIDA AV. DO CONTORNO
5218;9033-04;TORCIDA DO ATLETICO CENTRO/MINEIRÃO
5219;9033-05;TORCIDA DO ATLETICO MINEIRÃO/CENTRO
7761;9034-01;TAQUARIL/CENTRO
7762;9034-02;DESVIO FEIRA AV. AFONSO PENA
614;9101-01;PRINCIPAL
615;9101-02;ALTO STA LUCIA- DESVIO FEIRA A.PENA      
3545;9101-03;ALTO SANTA LUCIA
6288;9101-04;ALTO SANTA LUCIA CARNAVAL
6396;9101-05;ATENDIMENTO CARNAVAL
617;9103-01;SANTA TERESA/SANTO ANTONIO
1069;9103-02;STA TERESA /STO ANTONIO-PONTO FINAL RUA LEOPOLDINA
5904;9103-03;DESVIO FEIRA AV. AFONSO PENA
6289;9103-04;ATENDIMENTO CARNAVAL
619;9104-01;SAGRADA FAMILIA/LUXEMBURGO
620;9104-02;SAGRADA FAMILIA/LUXEMBURGO- PONTO FINAL GUAICUI
2657;9104-04;SAGRADA FAMILIA / LUXEMBURGO - RETORNO EXPRESSO
6290;9104-05;ATENDIMENTO CARNAVAL
6439;9104-06;PF GUAICUI- CARNAVAL
7802;9104-07;DESVIO FEIRA AV.AFONSO PENA
622;9105-01;NOVA VISTA/SION
3542;9105-04;NOVA VISTA /  CENTRO
5902;9105-05;NOVA VISTA/CENTRO - DESVIO FEIRA AV AFONSO PENA
6291;9105-06;ATENDIMENTO CARNAVAL
6397;9105-07;ATENDIMENTO CARNAVAL
624;9106-01;SAGRADA FAMILIA/SERRA
625;9106-02;SAGRADA FAMILIA/SERRA DESVIO FEIRA AV. AFONSO PENA
6292;9106-04;ATENDIMENTO CARNAVAL
627;9201-01;BALEIA/NOVA GRANADA
858;9201-02;BALEIA/NOVA GRANADA
998;9201-03;BALEIA/NOVA GRANADA ATEND. UNIDADE ANTONIO MOURAO
999;9201-04;BALEIA/NOVA GRANADA
3382;9201-05;BALEIA/NOVA GRANADA
3474;9201-06;BALEIA/NOVA GRANADA AT. UNIDADE ANTONIO MOURAO
3575;9201-07;BALEIA/NOVA GRANADA DESVIO FEIRA AV. SILVA LOBO
6294;9201-08;ATENDIMENTO CARNAVAL
6399;9201-09;FEIRA SILVA LOBO CARNAVAL
629;9202-03;POMPEIA/JARDIM AMERICA
630;9202-04;DESVIO FEIRA AV. AFONSO PENA
631;9202-05;POMPEIA/JARDIM AMERICA
1299;9202-06;POMPEIA/JARDIM AMERICA
1300;9202-07;POMPEIA/ JARDIM AMERICA
3394;9202-08;POMPEIA/JARDIM AMÉRICA
3654;9202-09;POMPEIA/JARDIM AMERICA
6295;9202-10;ATENDIMENTO CARNAVAL
6718;9202-11;ENCERRA VIAGEM NO ESTORIL
6719;9202-12;PARTIDAS DO ESTORIL
7438;9202-13;VIA PÇA. ALBERTO T. DOS SANTOS
7481;9202-14;VIA PCA. ALBERTO T. DOS SANTOS-CARNAVAL 
633;9203-01;ESPLANADA / ESTORIL
634;9203-02;ESPLANADA / ESTORIL
636;9204-01;SANTA EFIGENIA/ESTORIL
637;9204-02;SANTA EFIGENIA/ESTORIL
3314;9204-03;SANTA EFIGENIA/ESTORIL
3543;9204-04;STA EFIGÊNIA/ESTORIL-DESVIO FEIRA  AV. AFONSO PENA
3544;9204-05;STA EFIGÊNIA / CENTRO 
3614;9204-06;STA EFIGÊNIA/CENTRO-DESVIO FEIRA  AV. AFONSO PENA
6296;9204-07;STA EFIGENIA/CENTRO CARNAVAL
6400;9204-08;ATENDIMENTO CARNAVAL
639;9205-01;NOVA VISTA/NOVA CINTRA
640;9205-02;NOVA VISTA/NOVA CINTRA
641;9205-03;NOVA VISTA/NOVA CINTRA
6301;9205-05;ATENDIMENTO CARNAVAL
6303;9205-06;PATROCINIO CARNAVAL
7803;9205-07;DESVIO FEIRA AV.AFONSO PENA
3395;9205-08;ATENDIMENTO PATROCINIO - DESVIO FEIRA AV. AF. PENA
643;9206-01;VERA CRUZ/BURITIS
644;9206-02;VERA CRUZ/BURITIS
1038;9206-03;VERA CRUZ/BURITIS
3396;9206-04;VERA CRUZ/BURITIS
4737;9206-05;DESVIO FEIRA DA AVENIDA AFONSO PENA
6304;9206-06;ATENDIMENTO CARNAVAL
646;9207-01;SANTA INES/NOVA CINTRA
3397;9207-02;SANTA INES/NOVA CINTRA
648;9208-01;TAQUARIL/CONJUNTO SANTA MARIA
649;9208-02;TAQUARIL/CONJ SANTA MARIA-NÃO ATEND.R. ERCILIA SIQ
1031;9208-03;TAQUARIL / CENTRO
2615;9208-04;TAQUARIL/CONJ. SANTA MARIA - ATEND. RUA PE FEIJÓ  
3398;9208-05;TAQUARIL/CONJUNTO SANTA MARIA
3400;9208-06;TAQUARIL/CONJUNTO SANTA MARIA NÃ ATEND. R. ERCILIA
6305;9208-07;ATENDIMENTO CARNAVAL
6306;9208-08;DESVIO R ERCILA CARNAVAL
6307;9208-09;VIA PADRE FEIJÓ CARNAVAL
651;9209-01;SAGRADA FAMILIA/GUTIERREZ
3315;9209-02;SAGRADA FAMILIA/GUTIERREZ
6308;9209-03;ATENDIMENTO CARNAVAL
7804;9209-04;DESVIO FEIRA AV.AFONSO PENA
653;9210-01;SANTA TEREZA/PRADO
3401;9210-02;SANTA TEREZA/PRADO
6309;9210-03;ATENDIMENTO CARNAVAL
7818;9210-04;DESVIO FEIRA AV.AFONSO PENA
655;9211-01;CAETANO FURQUIM/HAVAI
3403;9211-02;CAERTANO FURQUIM/HAVAI
6310;9211-03;ATENDIMENTO CARNAVAL
7819;9211-04;DESVIO FEIRA AV.AFONSO PENA
657;9212-01;CASA BRANCA/ALTO HAVAI
658;9212-02;CASA BRANCA/ALTO HAVAI
888;9214-01;CAETANO FURQUIM/ HAVAI - VIA ALTO HAVAI
3405;9214-02;CAETANO FURQUIM/HAVAI - VIA ALTO HAVAI
3541;9214-03;HAVAÍ VIA ALTO HAVAÍ / CENTRO
6311;9214-04;HAVAI/CENTRO CARNAVAL
6401;9214-05;ATENDIMENTO CARNAVAL
660;9250-02;CAETANO FURQUIM/NOVA CINTRA
1010;9250-03;CAETANO FURQUIM/NOVA CINTRA VIA SAVASSI
3007;9250-04;CAETANO FURQUIM/NOVA CINTRA RETORNO HOSPITAIS
6463;9250-05;ATENDIMENTO CARNAVAL
6518;9250-06;PARTIDAS DA AV. SANTA ALBERTINA
662;9401-01;SANTA EFIGENIA/SANTA MARIA
753;9402-01;SANTA INES/SANTO ANDRE
1213;9402-02;SANTA INES/SANTO ANDRE
6313;9402-03;ATENDIMENTO CARNAVAL
664;9403-01;PARAISO/CAICARA
665;9403-02;PARAISO/CAICARA
1065;9403-03;PARAISO/CAICARA
3406;9403-04;PARAISO/CAIÇARA
3408;9403-05;PARAISO/CAIÇARA ATEND. R. AURELIANO MAGALHAES
6314;9403-07;ATENDIMENTO CARNAVAL
667;9404-01;SAO LUCAS/NOVA ESPERANCA
3335;9404-02;SAO LUCAS/NOVA ESPERANÇA
6315;9404-03;ATENDIMENTO CARNAVAL
669;9405-01;INSTITUTO AGRONOMICO/MONSENHOR MESSIAS
1295;9405-02;INSTITUTO AGRONOMICO/MONSENHOR MESSIAS
3409;9405-03;INSTITUTO AGRONOMICO/MONSENHOR MESSIAS
3734;9405-04;DESVIO DA RUA FRANCISCO BICALHO
6316;9405-05;DESVIO R.F.BICALHO- CARNAVAL
6440;9405-06;ATENDIMENTO CARNAVAL
671;9407-01;ALTO VERA CRUZ/DOM BOSCO
672;9407-02;ALTO VERA CRUZ/DOM BOSCO
1077;9407-03;ALTO VERA CRUZ/DOM BOSCO
1078;9407-04;ALTO VERA CRUZ/DOM BOSCO
3412;9407-05;ALTO VERA CRUZ/DOM BOSCO
3413;9407-06;ALTO VERA CRUZ/DOM BOSCO ATEND. R. OSMARIO SOARES
6318;9407-07;ATENDIMENTO CARNAVAL
6464;9407-08;VIA OSMARIO SOARES - CARNAVAL
674;9408-01;SANTA EFIGENIA/PADRE EUSTAQUIO
675;9408-02;SANTA EFIGENIA/PADRE EUSTAQUIO
3414;9408-03;SANTA EFIGENIA/PADRE EUSTAQUIO
6319;9408-04;ATENDIMENTO CARNAVAL
677;9410-01;SAGRADA FAMILIA/CORACAO EUCARISTICO
864;9410-02;SAGRADA FAMILIA/CORACAO EUCARISTICO
3417;9410-03;SAGRADA FAMILIA/CORAÇÃO EUCARISTICO
6321;9410-04;ATENDIMENTO CARNAVAL
7820;9410-05;DESVIO FEIRA AV.AFONSO PENA
679;9411-01;CASA BRANCA/SAO JOSE
3378;9411-02;CASA BRANCA/SAO JOSE
6098;9411-03;PARTIDA E.E. WALT DISNEY
6322;9411-04;ATENDIMENTO CARNAVAL
6465;9411-05;E.E. WALT DISNEY - CARNAVAL
681;9412-01;CONJ.TAQUARIL/PADRE EUSTAQUIO
682;9412-02;CONJ.TAQUARIL/PADRE EUSTAQUIO
1006;9412-04;CONJ.TAQUARIL/PADRE EUSTAQUIO
1008;9412-05;CONJ.TAQUARIL/PADRE EUSTAQUIO
1009;9412-06;CONJ.TAQUARIL/PADRE EUSTAQUIO
1007;9412-07;CONJ.TAQUARIL/PADRE EUSTAQUIO
1012;9412-08;CONJ.TAQUARIL/PADRE EUSTAQUIO
1013;9412-10;CONJ. TAQUARIL/PADRE EUTAQUIO
1041;9412-11;CONJ.TAQUARIL/PADRE EUSTAQUIO
1042;9412-12;DESVIO FEIRA AV. AFONSO PENA
2834;9412-13;NOTURNO
2835;9412-14;NOTURNO E DESVIO FEIRA AV. AFONSO PENA
3380;9412-15;CONJ.TAQUARIL/PADRE EUSTAQUIO
3594;9412-16;DESVIO FEIRA DA AV AFONSO PENA
3595;9412-17;ATENDIMENTO NOTURNO
6323;9412-18;ATENDIMENTO CARNAVAL
6324;9412-19;NOTURNO CARNAVAL
684;9414-01;SANTA INÊS / JOAO PINHEIRO
3383;9414-02;SANTA INÊS  / JOAO PINHEIRO
3720;9414-03;SANTA INÊS / JOÃO PINHEIRO - ATEND. AO CALIFORNIA
5317;9414-04;STA.INÊS/ J.PINHEIRO-ATEND. RUA QUINZE (MARILAC) 
6325;9414-05;VIA CALIFORNIA CARNAVAL
6392;9414-06;ATENDIMENTO CARNAVAL
7821;9414-07;ATENDIMENTO CALIFORNIA - DESVIO FEIRA AV. AF. PENA
6740;9415-01;NOSSA SENHORA DE FÁTIMA/BONFIM
7218;9415-02;ATENDIMENTO CARNAVAL
686;9501-01;SAO LUCAS/JARAGUA
687;9501-02;SAO LUCAS/JARAGUA
688;9501-03;SAO LUCAS/JARAGUA
689;9501-05;SAO LUCAS/JARAGUA
1248;9501-07;SAO LUCAS/JARAGUA
6326;9501-08;ATENDIMENTO CARNAVAL
6390;9501-09;NOVO SÃO LUCAS - CARNAVAL
691;9502-01;SAO GERALDO/SAO FRANCISCO VIA ESPLANADA
692;9502-02;SAO GERALDO/SAO FRANCISCO VIA ESPLANADA
693;9502-03;SAO GERALDO/SAO FRANCISCO VIA ESPLANADA
954;9502-04;ZOOLOGICO VIA MUSEU DE ARTE
3074;9502-05;SÃO GERALDO / SÃO FANCISCO -ATEND. DIRETO UFMG
6327;9502-06;ATENDIMENTO CARNAVAL
6388;9502-07;ZOOLÓGICO: CARNAVAL
7822;9502-08;DESVIO FEIRA AV.AFONSO PENA
695;9503-01;TAQUARIL/JARAGUA
696;9503-02;TAQUARIL/JARAGUA
1023;9503-03;TAQUARIL/JARAGUA
2874;9503-04;TAQUARIL / CENTRO- RETORNO RUAS DOS TUPINAMBÁS
6329;9503-05;ATENDIMENTO CARNAVAL
698;9550-01;CASA BRANCA/SAO FRANCISCO VIA EST. JOSE CANDIDO
826;9550-02;CASA BRANCA/SAO FRANCISCO VIA EST. JOSE CANDIDO
6099;9550-03;PARTIDA E.E. WALT DISNEY
700;9801-01;SAUDADE/SANTA CRUZ
701;9801-02;SAUDADE/SANTA CRUZ
6330;9801-03;ATENDIMENTO CARNAVAL
703;9803-01;TAQUARIL/PALMARES
955;9803-02;TAQUARIL / PALMARES
1482;9803-03;TAQUARIL / CENTRO - RETORNO VIADUTO FLORESTA
6331;9803-04;ATENDIMENTO CARNAVAL
705;9804-01;SAO LUCAS/CONCORDIA
706;9804-02;SAO LUCAS/CONCORDIA
959;9805-01;SANTA EFIGÊNIA / RENASCENÇA
960;9805-02;SANTA EFIGÊNIA / RENASCENÇA - DESVIO FEIRA A. PENA
3399;9805-03;SANTA EFIGÊNIA / RENASCENÇA
6332;9805-04;ATENDIMENTO CARNAVAL
5480;9850-01;EST.JOSÉ CÂNDIDO/EST.SÃO GABRIEL
3635;9999-01;LINHA ESPECIAL USO INTERNO CONCESSIONÁRIAS
3636;9999-02;LINHA ESPECIAL USO INTERNO CONCESSIONÁRIAS
3637;9999-03;LINHA ESPECIAL USO INTERNO CONCESSIONÁRIAS
3638;9999-04;LINHA ESPECIAL USO INTERNO CONCESSIONÁRIAS
5661;AC01-01;ESTAÇÃO TRANSF. CANDELÁRIA
5663;AC02-01;ESTAÇÃO TRANSF. MINAS CAIXA
5665;AC03-01;ESTAÇÃO TRANSF. QUADRAS DO VILARINHO
5667;AC04-01;ESTAÇÃO TRANSF. UPA VENDA NOVA
5718;AC05-01;ESTAÇÃO TRANSF. CRISTIANO GUIMARÃES
5720;AC06-01;ESTAÇÃO TRANSF. PLANALTO
5722;AC07-01;ESTAÇÃO TRANSF. SÃO JOÃO BATISTA
5724;AC08-01;ESTAÇÃO TRANSF. LAGOA DO NADO
5726;AC09-01;ESTAÇÃO TRANSF. MONTESE
5728;AC10-01;ESTAÇÃO TRANSF. MONTE CASTELO
5519;AC12-01;ESTAÇÃO TRANSF. SANTA ROSA
5521;AC13-01;ESTAÇÃO TRANSF. MINEIRÃO
5523;AC14-01;ESTAÇÃO TRANSF. UFMG
5526;AC15-01;ESTAÇÃO TRANSF. LIBERDADE
5528;AC16-01;ESTAÇÃO TRANSF. COLÉGIO MILITAR
5530;AC17-01;ESTAÇÃO TRANSF. SÃO FRANCISCO
5513;AC18-01;ESTAÇÃO TRANSF. CACHOEIRINHA
5511;AC19-01;ESTAÇÃO TRANSF. AMÉRICO VESPÚCIO
5509;AC20-01;ESTAÇÃO TRANSF. APARECIDA
5507;AC21-01;ESTAÇÃO TRANSF. OPERÁRIOS
5505;AC22-01;ESTAÇÃO TRANSF. HOSPITAL BELO HORIZONTE
5503;AC23-01;ESTAÇÃO TRANSF. IAPI
5501;AC24-01;ESTAÇÃO TRANSF. HOSPITAL ODILON BEHRENS
5499;AC25-01;ESTAÇÃO TRANSF. SENAI
5497;AC26-01;ESTAÇÃO TRANSF. LAGOINHA
5328;CM02-01;ESTAÇÃO DE TRANSF. MINAS SHOPPING
5330;CM03-01;ESTAÇÃO DE TRANSF. OURO MINAS
5326;CM04-01;ESTAÇÃO DE TRANSF. UNIÃO
5332;CM05-01;ESTAÇÃO DE TRANSF. IPIRANGA
5334;CM06-01;ESTAÇÃO DE TRANSF. CIDADE NOVA
5336;CM07-01;ESTAÇÃO DE TRANSF. FEIRA DOS PRODUTORES
5338;CM08-01;ESTAÇÃO DE TRANSF. SÃO JUDAS TADEU
5340;CM09-01;ESTAÇÃO DE TRANSF. SAGRADA FAMÍLIA
5342;CM10-01;ESTAÇÃO DE TRANSF. SILVIANO BRANDÃO
1088;E002-01;SERVIÇO ESPECIAL BETANIA
1091;E006-01;SERVIÇO ESPECIAL COLETIVOS SÃO LUCAS
1094;E008-01;SERVIÇO ESPECIAL COLETIVOS VENDA NOVA
1096;E018-01;SERVIÇO ESPECIAL EXPRESSO RADAR
1098;E024-01;SERVIÇO ESPECIAL SÃO BERNARDO ÔNIBUS
1100;E026-01;SERVIÇO ESPECIAL TRANSIMÃO
1102;E027-01;SERVIÇO ESPECIAL TRANSLUCIANA
1104;E034-01;SERVIÇO ESPECIAL URCA AUTO ÔNIBUS
1106;E037-01;SERVIÇO ESPECIAL VIAÇÃO ANCHIETA
1109;E038-01;SERVIÇO ESPECIAL VIAÇÃO AVENIDA
1111;E043-01;SERVIÇO ESPECIAL VIAÇÃO CARNEIRINHOS
1114;E046-01;SERVIÇO ESPECIAL VIAÇÃO CRUZEIRO
1119;E048-01;SERVIÇO ESPECIAL TCL
1121;E049-01;SERVIÇO ESPECIAL GEMATUR
1123;E050-01;SERVIÇO ESPECIAL GETÚLIO VARGAS
1126;E051-01;SERVIÇO ESPECIAL VIAÇÃO GLOBO
1128;E052-01;SERVIÇO ESPECIAL PAMPULHA TRANSPORTES
1130;E053-01;SERVIÇO ESPECIAL VIAÇÃO LUX
1132;E055-01;SERVIÇO ESPECIAL VIAÇÃO METROPOLITANA
1082;E060-01;SERVIÇO ESPECIAL NOVA SUIÇA
1134;E061-01;SERVIÇO ESPECIAL VIAÇÃO PARAENSE
1136;E063-01;SERVIÇO ESPECIAL SAGRADA FAMÍLIA
1138;E065-01;SERVIÇO ESPECIAL VIAÇÃO PROGRESSO
1140;E066-01;SERVIÇO ESPECIAL VIAÇÃO REAL
1142;E068-01;SERVIÇO ESPECIAL VIAÇÃO SANDRA
1144;E069-01;SERVIÇO ESPECIAL VIAÇÃO SANTA EDWIGES
1146;E072-01;SERVIÇO ESPECIAL VIAÇÃO SANTA TEREZA
1149;E073-01;SERVIÇO ESPECIAL VIAÇÃO SÃO GERALDO
1151;E074-01;SERVIÇO ESPECIAL VIAÇÃO SÃO PEDRO
1084;E076-01;SERVIÇO ESPECIAL SERRA VERDE
1153;E078-01;SERVIÇO ESPECIAL VIAÇÃO TORRES
1155;E079-01;SERVIÇO ESPECIAL VIAÇÃO EUCLÁSIO
1157;E081-01;SERVIÇO ESPECIAL VIAÇÃO VERA CRUZ
1159;E082-01;SERVIÇO ESPECIAL VIAÇÃO ZURICK
1161;E085-01;SERVIÇO ESPECIAL VIAÇÃO VIASUL
5016;E087-01;SERVIÇO ESPECIAL SUPLEMENTAR
1163;E094-01;SERVIÇO ESPECIAL RODAP
1165;E098-01;SERVIÇO ESPECIAL COLETUR
1167;E099-01;SERVIÇO ESPECIAL TRANSCBEL
1169;E100-01;SERVIÇO ESPECIAL VIAÇÃO BOA VISTA
1171;E101-01;SERVIÇO ESPECIAL AUTO VIAÇÃO SANTO AGOSTINHO
1176;E104-01;SERVIÇO ESPECIAL AUTOTRANS
1178;E105-01;SERVIÇO ESPECIAL VIAÇÃO PÁSSARO VERDE
1180;E106-01;SERVIÇO ESPECIAL TRIPUÍ
1182;E107-01;SERVIÇO ESPECIAL MILÊNIO
1184;E108-01;SERVIÇO ESPECIAL SÃO DIMAS
1186;E109-01;SERVIÇO ESPECIAL VIAÇÃO JARDINS
1188;E111-01;SERVIÇO ESPECIAL VIA BH COLETIVOS
1174;E114-01;SERVIÇO ESPECIAL SÃO CRISTÓVÃO
2676;E117-01;SERVIÇO ESPECIAL TURILESSA
2956;E118-01;SERVIÇO ESPECIAL S&M TRANSPORTES
5937;E130-01;SERVIÇO ESPECIAL VIAÇÃO TRANS OESTE
