ID_REDE_PRIORIZACAO_ONIBUS;NOME_ROTA;SITUACAO;INFRAESTRUTURA_ATUAL;INFRAESTRUTURA_PLANEJADA;ANO_IMPLANT_INFRA_ATUAL;HORIZONTE_IMPLANTACAO;POSICIONAMENTO_VIA;SISTEMA_BRT;REFERENCIA_LOGRADOURO;EXTENSAO_REDE_PLANEJADA;TIPO_LOGRADOURO;NOME_LOGRADOURO;LOGRAD_INICIAL;LOGRAD_FINAL;GEOMETRIA;EXTENSAO_TRECHO
474;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;141.534;AVE;PRESIDENTE CARLOS LUZ;;PCA PEDRO MELLO;MULTILINESTRING ((607186.888927196 7801548.22846675, 607182.131075037 7801594.76899356, 607171.658852781 7801636.99039952, 607159.850803749 7801686.85025069));141.534
476;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;138.899;AVE;PRESIDENTE CARLOS LUZ;RUA QUATORZE;;MULTILINESTRING ((607135.286433592 7801797.20778773, 607103.721341627 7801932.46025748));138.899
341;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;148.367;AVE;PRESIDENTE ANTONIO CARLOS;RUA FLOR DE FOGO;AVE MENDES PIMENTEL;MULTILINESTRING ((609140.279965845 7803207.42074297, 609091.769663852 7803347.63220334));148.367
1582;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;59.942;AVE;AMAZONAS;RUA TOMPSON FLORES;RUA EUCLIDES DA CUNHA;MULTILINESTRING ((609054.102647108 7795969.15407117, 608995.285039745 7795957.55643184));59.942
1583;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;30.595;AVE;AMAZONAS;RUA C;RUA DA GALERIA;MULTILINESTRING ((604304.636511983 7794583.81605271, 604288.153069235 7794558.04129908));30.595
357;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;217.296;AVE;PRESIDENTE ANTONIO CARLOS;RUA MARIA GOMES CORREA;RUA FLOR DE JUPITER;MULTILINESTRING ((609364.814306025 7802561.15228904, 609292.753872722 7802766.1605602));217.296
1568;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;71.155;AVE;AMAZONAS;AVE TERESA CRISTINA;RUA GONERI;MULTILINESTRING ((606381.047301684 7795838.0707528, 606312.161518435 7795820.24438131));71.155
1569;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;69.077;AVE;AMAZONAS;RUA MONTE SIMPLON;RUA HELVECIA;MULTILINESTRING ((606532.028710743 7795874.16340625, 606464.635425312 7795859.00649139));69.077
1571;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;36.86;AVE;AMAZONAS;AVE TERESA CRISTINA;AVE TERESA CRISTINA;MULTILINESTRING ((606416.784790862 7795847.09891514, 606381.047301684 7795838.0707528));36.86
1570;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;63.396;AVE;TERESA CRISTINA;AVE AMAZONAS;AVE AMAZONAS;MULTILINESTRING ((606464.635425312 7795859.00649139, 606416.784790862 7795847.10891311, 606416.784790862 7795847.09891514));63.396
1572;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;18.962;AVE;AMAZONAS;RUA JUNQUILHOS;RUA OLINDA;MULTILINESTRING ((607468.088709377 7795923.11344261, 607450.327160763 7795929.75209133));18.962
1550;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;74.205;AVE;AMAZONAS;RUA VISCONDE DE CAIRU;TRE TRES MIL NOVECENTOS E CINQUENTA E TRES;MULTILINESTRING ((604069.844341499 7794222.40961594, 604024.929227619 7794163.34163906));74.205
1551;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;67.124;AVE;AMAZONAS;TRE TRES MIL NOVECENTOS E CINQUENTA E TRES;TRE TRES MIL NOVECENTOS E CINQUENTA E TRES;MULTILINESTRING ((604024.929227619 7794163.34163906, 603996.942832078 7794133.62768724, 603977.30947681 7794116.12125063));67.124
1547;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;258.556;AVE;AMAZONAS;RUA BARROQUINHA;RUA VISCONDE DE CAIRU;MULTILINESTRING ((604209.916498555 7794439.73537991, 604069.844341499 7794222.40961594));258.556
1548;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;140.497;AVE;AMAZONAS;AVE SILVA LOBO;RUA JUNQUILHOS;MULTILINESTRING ((607601.209619691 7795878.17259019, 607468.088709377 7795923.11344261));140.497
1549;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;119.948;AVE;AMAZONAS;RUA MARANGUAPE;RUA BRUMADINHO;MULTILINESTRING ((607958.254677707 7795817.84486972, 607838.590985284 7795826.08319283));119.948
779;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;104.715;AVE;DOM PEDRO I;RUA SAPUCAI MIRIM;RUA CARMO DO PARANAIBA;MULTILINESTRING ((608445.97163028 7806459.34882244, 608489.526179852 7806554.57943852));104.715
469;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;34.46;AVE;PRESIDENTE CARLOS LUZ;;RUA QUATORZE;MULTILINESTRING ((607143.4415736 7801763.72460314, 607135.286433592 7801797.20778773));34.46
1254;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;86.009;AVE;PRESIDENTE ANTONIO CARLOS;RUA VILA REAL;RUA VIANA DO CASTELO;MULTILINESTRING ((609630.008904427 7801799.00742142, 609602.715159808 7801880.57081943));86.009
348;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;129.838;AVE;PRESIDENTE ANTONIO CARLOS;RUA MAJOR DELFINO DE PAULA;RUA CALDAS DA RAINHA;MULTILINESTRING ((609551.79707128 7802028.71066599, 609510.559603956 7802151.83560427));129.838
1247;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;1.002.119;AVE;PRESIDENTE CARLOS LUZ;TRE DOIS MIL QUATROCENTOS E QUARENTA E CINCO;;MULTILINESTRING ((607767.77567447 7800845.63147833, 607741.858985848 7800868.7967631, 607710.648465187 7800891.96204788, 607668.363775638 7800913.09774577, 607609.463709831 7800936.26303054, 607472.533219453 7800982.58360212, 607430.743280561 7800997.68052919, 607392.985559529 7801015.79684166, 607356.464715143 7801041.73156273, 607333.302138515 7801066.39654224, 607308.638818226 7801096.11049405, 607288.997217113 7801131.36331844, 607270.361609004 7801185.23235356, 607231.837024453 7801353.15817274, 607188.785471384 7801539.72019858, 607186.888927196 7801548.22846675));1.002.119
756;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;201.163;AVE;ANTONIO ABRAHAO CARAM;RUA JOAO LUIZ;ALA DOS COQUEIROS;MULTILINESTRING ((608417.135912777 7803567.64741988, 608227.382543839 7803500.84101813));201.163
1511;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;76.964;AVE;CRISTIANO MACHADO;AVE BRIGADEIRO ANTONIO CABRAL;PCA TRES MIL QUATROCENTOS E CINQUENTA E DOIS;MULTILINESTRING ((611599.388635167 7803789.37228842, 611572.358757565 7803861.43761973));76.964
820;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;144.967;AVE;CRISTIANO MACHADO;VDT PAULO MENDES CAMPOS;RUA GILSON BRETAS;MULTILINESTRING ((611722.606286481 7803479.63533448, 611670.484304687 7803614.91779813));144.967
1512;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;113.077;AVE;CRISTIANO MACHADO;PCA TRES MIL QUATROCENTOS E CINQUENTA E DOIS;AVE BRIGADEIRO ANTONIO CABRAL;MULTILINESTRING ((611648.237016776 7803668.40691057, 611599.388635167 7803789.37228842));113.077
480;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;112.927;AVE;PRESIDENTE CARLOS LUZ;AVE ALFREDO CAMARATE;PCA ALFREDO CARAMATTI;MULTILINESTRING ((607156.890545647 7802450.18487614, 607184.629565859 7802532.39814187, 607192.149775857 7802557.45304201));112.927
481;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;145.962;AVE;PRESIDENTE CARLOS LUZ;;RUA CONCEICAO DO MATO DENTRO;MULTILINESTRING ((607103.721341627 7801932.46025748, 607105.469460617 7802078.41054972));145.962
1294;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;106.739;AVE;PRESIDENTE ANTONIO CARLOS;RUA TANDERNIL;TRE SAO FRANCISCO X PRESIDENTE ANTONIO CARLOS;MULTILINESTRING ((609755.090116553 7801417.46508326, 609722.980798864 7801519.26436231));106.739
465;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;39.444;AVE;PRESIDENTE CARLOS LUZ;RUA CONCEICAO DO MATO DENTRO;RUA CONCEICAO DO MATO DENTRO;MULTILINESTRING ((607105.469460617 7802078.41054972, 607107.48969247 7802117.81252957));39.444
468;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;52.436;AVE;PRESIDENTE CARLOS LUZ;RUA CONCEICAO DO MATO DENTRO;RUA UM MIL QUATROCENTOS E TRINTA E OITO;MULTILINESTRING ((607107.48969247 7802117.81252957, 607110.128362645 7802170.18186994));52.436
343;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;125.175;AVE;PRESIDENTE ANTONIO CARLOS;RUA ESTORIL;AVE MARECHAL ESPERIDIAO ROSAS;MULTILINESTRING ((609467.639984395 7802266.99216448, 609425.981979012 7802385.0281386));125.175
346;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;124.771;AVE;PRESIDENTE ANTONIO CARLOS;AVE MARECHAL ESPERIDIAO ROSAS;RUA ALCOBACA;MULTILINESTRING ((609425.981979012 7802385.0281386, 609384.909428574 7802502.84415749));124.771
342;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;207.116;AVE;PRESIDENTE ANTONIO CARLOS;ALA DO IPE BRANCO;;MULTILINESTRING ((608761.663779152 7804292.52987216, 608743.011679354 7804344.15936312, 608708.750196304 7804439.04005043, 608694.229264499 7804469.47385572, 608684.622855894 7804484.25084791));207.116
772;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;172.377;AVE;DOM PEDRO I;RUA CONSELHEIRO PENA;RUA EUGENOPOLIS;MULTILINESTRING ((608533.888822164 7806650.94982261, 608604.646412068 7806808.14782541));172.377
161;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;40.86;AVE;DOM PEDRO II;RUA HERVALIA;RUA ITAMARANDIBA;MULTILINESTRING ((608844.460301727 7798363.686671, 608803.742322594 7798367.08597908));40.86
484;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;46.936;AVE;PRESIDENTE CARLOS LUZ;RUA DO TREVO;PCA EDUCADOR NEWTON PAIVA FERREIRA;MULTILINESTRING ((608153.969792072 7799099.73685012, 608154.052250515 7799105.45568607, 608154.151200646 7799112.16432055, 608156.237399253 7799138.77890322, 608157.960780711 7799146.39735251));46.936
1280;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;68.483;AVE;PRESIDENTE ANTONIO CARLOS;VDT SENEGAL;;MULTILINESTRING ((610696.476930602 7798225.76474461, 610657.342153574 7798281.96330556));68.483
2054;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;42.515;AVE;DOM PEDRO II;RUA MOEMA;RUA ESTEVAO DE OLIVEIRA;MULTILINESTRING ((606516.608981909 7798172.50558536, 606497.330197945 7798210.39787249));42.515
2055;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;65.438;AVE;DOM PEDRO II;RUA DESEMBARGADOR TINOCO;RUA MOEMA;MULTILINESTRING ((606545.955941759 7798114.01749044, 606516.608981909 7798172.50558536));65.438
1275;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;140.622;AVE;PRESIDENTE ANTONIO CARLOS;RUA DONA CLARA;RUA DOS TECELOES;MULTILINESTRING ((609941.11636387 7800352.15192466, 609919.932789874 7800437.26460022, 609895.475615692 7800484.1850497));140.622
1276;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;169.653;AVE;PRESIDENTE ANTONIO CARLOS;RUA FIDES;RUA DONA CLARA;MULTILINESTRING ((609919.701906233 7800185.08593046, 609941.776031414 7800278.09699833, 609941.11636387 7800352.15192466));169.653
1277;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;121.574;AVE;PRESIDENTE ANTONIO CARLOS;RUA MADALENA;RUA PARANAIBA;MULTILINESTRING ((609910.606739975 7799944.90481863, 609901.965095153 7799999.22376217, 609900.579793311 7800065.78021479));121.574
1281;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;47.283;AVE;PRESIDENTE ANTONIO CARLOS;RUA DOS CARAJAS;RUA AMADEU QUAGLIA;MULTILINESTRING ((610214.779444365 7799377.81024909, 610201.973648173 7799399.32586964, 610195.533643778 7799409.27384476, 610189.621373418 7799417.82210479));47.283
190;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;85.577;AVE;DOM PEDRO II;RUA LUNARDI;RUA BOM SUCESSO;MULTILINESTRING ((608359.604657124 7798217.76637266, 608286.150676136 7798173.83531469));85.577
2051;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;73.992;AVE;DOM PEDRO II;RUA EVARISTO BARBI;RUA DONA VIRGINIA MURTA;MULTILINESTRING ((606669.165347229 7797901.18081273, 606646.992271917 7797920.68684233, 606634.219459103 7797938.42323214, 606624.110053996 7797958.63911726));73.992
2052;ROTA PEDRO II;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;51.235;AVE;DOM PEDRO II;RUA DONA VIRGINIA MURTA;RUA RAMOS DE AZEVEDO;MULTILINESTRING ((606624.110053996 7797958.63911726, 606603.784047806 7798005.66954435));51.235
1176;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;45.406;AVE;CRISTIANO MACHADO;BEC BARONESA;BEC LOURIVAL CARNEIRO;MULTILINESTRING ((611013.455431184 7806257.33994076, 610996.650400509 7806299.52135486));45.406
1179;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;74.539;AVE;CRISTIANO MACHADO;RUA JANE EYRE;TRV TRES MIL E SESSENTA E OITO;MULTILINESTRING ((611519.098849257 7804012.79681101, 611500.949745962 7804085.09209551));74.539
1180;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;130.455;AVE;CRISTIANO MACHADO;RUA JOSE BENJAMIM DE CASTRO;RUA ARAUJO LIMA;MULTILINESTRING ((610866.992744799 7806931.32275351, 610808.381283543 7807047.86903086));130.455
1181;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;83.611;AVE;CRISTIANO MACHADO;;;MULTILINESTRING ((610626.906742277 7807444.51829405, 610596.520806047 7807522.41243892));83.611
1182;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;24.177;AVE;CRISTIANO MACHADO;RUA ARAUJO LIMA;RUA ANA DIAS DUARTE;MULTILINESTRING ((610808.381283543 7807047.86903086, 610798.634695585 7807069.99452728));24.177
1177;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;73.055;AVE;CRISTIANO MACHADO;;RUA JANE EYRE;MULTILINESTRING ((611540.513306894 7803942.95102792, 611519.098849257 7804012.79681101));73.055
1178;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;87.514;AVE;CRISTIANO MACHADO;PCA TRES MIL QUATROCENTOS E CINQUENTA E DOIS;;MULTILINESTRING ((611572.358757565 7803861.43761973, 611540.513306894 7803942.95102792));87.514
1170;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;59.279;AVE;CRISTIANO MACHADO;RUA OLIVIA MARIA DE JESUS;PAS QUATRO MIL CENTO E SESSENTA E SEIS;MULTILINESTRING ((610978.064267465 7806397.7013706, 610968.119779244 7806456.13947569));59.279
1172;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;89.482;AVE;CRISTIANO MACHADO;RUA OURICURI;RUA LAURA BRITO FARIAS;MULTILINESTRING ((611326.385222216 7805973.35774451, 611291.068271096 7806009.63036133, 611261.877982288 7806035.27514141));89.482
1173;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;72.599;AVE;CRISTIANO MACHADO;RUA JOVENTINA DA ROCHA;RUA JOSE ANTENOR;MULTILINESTRING ((611657.612541741 7805499.23425098, 611642.431942392 7805525.73885604, 611616.713154033 7805559.01208337));72.599
1171;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;124.703;AVE;CRISTIANO MACHADO;RUA LAURA BRITO FARIAS;;MULTILINESTRING ((611261.877982288 7806035.27514141, 611225.406612967 7806068.3584074, 611163.612255813 7806111.66959154));124.703
1814;BRT ANTONIO CARLOS;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;NÃO;;62.438;AVE;VILARINHO;PCA DOS ABACATEIROS;;MULTILINESTRING ((609912.626971827 7808067.8214225, 609891.542347963 7808077.16951973, 609855.37607488 7808092.73635114));62.438
1168;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;214.861;AVE;CRISTIANO MACHADO;RUA MARIA MANOELA BRAZ;RUA NAIR PENTAGNA GUIMARAES;MULTILINESTRING ((611599.042309706 7805581.73745769, 611564.335551065 7805624.29879445, 611514.472930607 7805683.49674488, 611491.491762554 7805716.4300414, 611466.919146552 7805750.96301232));214.861
1155;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;99.861;AVE;CRISTIANO MACHADO;RUA YITZHAK RABIN;RUA PASTOR SALATIEL GARCIA;MULTILINESTRING ((611739.535004821 7805299.31494397, 611707.681308306 7805393.96567809));99.861
1156;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;77;AVE;CRISTIANO MACHADO;TRE WALDOMIRO LOBO X CRISTIANO MACHADO;RUA YITZHAK RABIN;MULTILINESTRING ((611752.118163217 7805223.35040633, 611739.535004821 7805299.31494397));77
1162;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;358.428;AVE;CRISTIANO MACHADO;TRV TRES MIL E SESSENTA E OITO;RUA EDSON TOMAS SANTOS;MULTILINESTRING ((611500.949745962 7804085.09209551, 611497.321574471 7804101.84868476, 611489.37258057 7804152.03846877, 611485.694934014 7804188.76099401, 611486.437060001 7804243.35988056, 611488.820109002 7804284.60148595, 611491.648433596 7804309.91633319, 611493.041981282 7804330.1622122, 611503.448236783 7804380.35199622, 611514.464684763 7804412.16552067, 611525.563591185 7804436.73052053));358.428
1285;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;83.197;AVE;PRESIDENTE ANTONIO CARLOS;RUA NOVA FRIBURGO;RUA CEZAR GEORGE;MULTILINESTRING ((609986.567457629 7799701.42437837, 609962.61327995 7799781.098161));83.197
1286;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;70.339;AVE;PRESIDENTE ANTONIO CARLOS;RUA DOUTOR ANTONIO MOURAO GUIMARAES;RUA NOVA FRIBURGO;MULTILINESTRING ((610013.053109508 7799636.50759199, 610003.47968428 7799653.18419752, 609986.567457629 7799701.42437837));70.339
463;ROTA CARLOS LUZ;IMPLANTADA;FAIXA EXCLUSIVA;FAIXA EXCLUSIVA;2014;0;LATERAL;NÃO;;51.873;AVE;PRESIDENTE CARLOS LUZ;RUA JOSE SEBASTIAO DAHER;RUA SARGENTO ROBSON DA CRUZ;MULTILINESTRING ((608388.077557478 7800025.7383652, 608375.362465574 7800076.02812886));51.873
1287;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;71.556;AVE;PRESIDENTE ANTONIO CARLOS;RUA APORE;TRE TRES MIL SETECENTOS E VINTE E SEIS;MULTILINESTRING ((609817.775024891 7800600.90129245, 609798.042719491 7800638.15370983, 609786.465554099 7800665.17820907));71.556
1288;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;104.221;AVE;PRESIDENTE ANTONIO CARLOS;TRE TRES MIL SETECENTOS E VINTE E SEIS;TRE TRES MIL SETECENTOS E VINTE E SEIS;MULTILINESTRING ((609786.465554099 7800665.17820907, 609780.371875164 7800691.22290775, 609777.320912775 7800713.65834108, 609776.842653806 7800768.48718083));104.221
1283;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;79.502;AVE;PRESIDENTE ANTONIO CARLOS;RUA CANDIDO LUCIO;RUA FIDES;MULTILINESTRING ((609902.847400492 7800107.39174489, 609919.701906233 7800185.08593046));79.502
1284;BRT ANTONIO CARLOS;IMPLANTADA;PISTA EXCLUSIVA;PISTA EXCLUSIVA;2014;0;CENTRAL;SIM;;41.674;AVE;PRESIDENTE ANTONIO CARLOS;RUA PARANAIBA;RUA CANDIDO LUCIO;MULTILINESTRING ((609900.579793311 7800065.78021479, 609901.321919298 7800077.37785413, 609902.847400492 7800107.39174489));41.674
1161;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;236.952;AVE;CRISTIANO MACHADO;;RUA QUATRO MIL TREZENTOS E SESSENTA E UM;MULTILINESTRING ((610764.72778384 7807151.2679843, 610660.500311939 7807364.07466812));236.952
1158;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;122.119;AVE;CRISTIANO MACHADO;RUA ARMANDO SANTANA MARTINS;RUA JOSE VIEIRA MUNIZ;MULTILINESTRING ((610941.304293594 7806724.75479982, 610925.835089695 7806777.0641524, 610923.287123807 7806787.28207258, 610906.457355599 7806841.78097948));122.119
1159;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;104.479;AVE;CRISTIANO MACHADO;RUA LUIZ BONDEZAN;;MULTILINESTRING ((610956.072600728 7806592.09180299, 610952.23828313 7806616.49683542, 610951.108602462 7806651.72966388, 610948.26378618 7806684.96289935, 610946.845500961 7806696.04064451));104.479
1163;BRT CRISTIANO MACHADO;IMPLANTADA;FAIXA EXCLUSIVA;PISTA EXCLUSIVA;2014;2025;LATERAL;NÃO;;48.92;AVE;CRISTIANO MACHADO;RUA SENADOR MODESTINO GONCALVES;BEC BARONESA;MULTILINESTRING ((611043.453812732 7806218.69780625, 611013.455431184 7806257.33994076));48.92
411;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;FAIXA EXCLUSIVA;2014;2025;LATERAL;NÃO;;108.638;AVE;TERESA CRISTINA;RUA ITANHANDU;RUA FREDERICO BRACHER JUNIOR;MULTILINESTRING ((608158.768873452 7797300.58306266, 608068.757237117 7797239.75544394));108.638
1542;ROTA  AMAZONAS;IMPLANTADA;FAIXA PREFERENCIAL;PISTA EXCLUSIVA;1985;2025;LATERAL;NÃO;;93.504;AVE;AMAZONAS;RUA OLINDA;RUA LIMOEIRO;MULTILINESTRING ((607450.327160763 7795929.75209133, 607361.873989001 7795960.06592104));93.504
